"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalArea","IsRemodeled","IsRemodeledRecently","NewHouse","HouseAge","LastSold","TimeRemodeledSold","HouseInsideSF","FenceCondB","GarageFinishCondB","FunctionalB","BsmtFinishB1","BsmtFinishB2","ExterQualB","ExterCondlB","BsmtQualB","BsmtCondB","BsmtExposureB","HeatingQCB","KitchenQualB","FireplaceQuB","GarageQualB","GarageCondB","PoolQCBad","FenceCondG","GarageFinishCondG","FunctionalG","BsmtFinishG1","BsmtFinishG2","ExterQualG","ExterCondlG","BsmtQualG","BsmtCondG","BsmtExposureG","HeatingQCG","KitchenQualG","FireplaceQuG","GarageQualG","GarageCondG","IsPoolQCG","RegShape","LandContourLvl","LandSlopeGtl","ElectricalBreaker"
"1074","60","RL",75,7950,"Pave",NA,"IR1","Bnk","Corner","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,6,1977,1977,"Hip","CompShg","HdBoard","Plywood","BrkFace",140,3,3,"CBlock",3,3,0,4,535,1,0,155,690,"GasA",3,"Y","SBrkr",698,728,0,1426,0,0,1,1,3,1,3,6,7,0,0,"Attchd",1977,3,2,440,3,3,1,252,0,0,0,0,0,NA,3,NA,0,"7","2009","WD","Normal",11.9798,13089,0,1,0,33,1,32,1426,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,0,0,1,1
"1075","20","RL",74,8556,"Pave",NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,1,0,1,0,1240,1240,"GasA",5,"Y","SBrkr",1240,0,0,1240,0,0,2,0,2,1,4,5,7,0,0,"Attchd",2006,2,3,826,3,3,1,140,93,0,0,0,0,NA,NA,NA,0,"5","2007","WD","Normal",12.17561,14649,0,1,0,4,3,1,1240,NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,NA,NA,1,1,0,0,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,1
"1076","70","RL",75,13125,"Pave",NA,"Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,6,1940,1984,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,0,4,410,1,0,390,800,"GasA",3,"Y","SBrkr",960,780,0,1740,0,0,1,1,3,1,3,6,7,2,4,"Attchd",1940,1,1,240,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"7","2007","CWD","Normal",12.29911,18520,1,1,0,70,3,23,1740,NA,1,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"1077","50","RL",60,10800,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,8,1936,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",2,3,0,5,626,1,0,170,796,"GasA",4,"Y","SBrkr",1096,370,0,1466,0,1,2,0,3,1,4,7,6,1,3,"Attchd",1950,1,2,566,3,3,1,436,21,0,0,0,0,NA,NA,"Shed",500,"4","2006","WD","Normal",12.04355,16407,1,1,0,74,4,17,1466,NA,1,0,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,0,1,1,0,1,1,0,1,0,1,1,1,1,1,NA,1,1,1,1
"1078","20","RL",0,15870,"Pave",NA,"IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1969,1969,"Gable","CompShg","VinylSd","Plywood","None",0,3,3,"CBlock",3,3,2,4,75,3,791,230,1096,"GasA",5,"Y","SBrkr",1096,0,0,1096,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1969,3,1,299,3,3,1,240,32,0,0,0,0,NA,NA,NA,0,"3","2006","WD","Abnorml",11.84079,20825,0,1,0,41,4,37,1096,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,1,1,1,1,1,1,1,1,0,1,1,0,1,1,NA,0,1,1,1
"1079","120","RM",37,4435,"Pave",NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,4,3,"PConc",4,3,2,6,662,1,0,186,848,"GasA",5,"Y","SBrkr",848,0,0,848,1,0,1,0,1,1,4,3,7,1,4,"Attchd",2004,2,2,420,3,3,1,140,0,0,0,0,0,NA,NA,NA,0,"5","2006","WD","Normal",11.95697,8593,0,1,0,6,4,2,848,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"1080","20","RL",65,8775,"Pave",NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,0,6,495,1,0,495,990,"GasA",4,"Y","SBrkr",990,0,0,990,0,0,1,0,3,1,3,5,7,0,0,"Attchd",1996,1,1,299,3,3,1,0,64,0,0,0,0,NA,NA,NA,0,"4","2007","WD","Normal",11.74404,13163,0,1,0,16,3,13,990,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1081","20","RL",80,11040,"Pave",NA,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1971,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",144,4,4,"CBlock",3,3,0,5,656,1,0,602,1258,"GasA",5,"Y","SBrkr",1258,0,0,1258,0,1,2,0,3,1,4,5,7,0,0,"Attchd",1971,2,2,528,3,3,1,55,0,0,216,0,0,NA,NA,NA,0,"10","2008","COD","Abnorml",11.88449,17095,1,1,0,39,2,4,1258,NA,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1082","20","RL",75,7500,"Pave",NA,"Reg","Lvl","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,0,5,824,1,0,216,1040,"GasA",2,"Y","SBrkr",1040,0,0,1040,1,0,1,1,3,1,3,5,7,0,0,"Attchd",1963,3,1,308,3,3,1,0,0,220,0,0,0,NA,3,NA,0,"6","2010","WD","Normal",11.7981,12263,0,1,0,47,0,47,1040,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,NA,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,NA,1,1,1,1
"1083","20","RL",70,8749,"Pave",NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",100,4,3,"PConc",4,3,0,1,0,1,0,1459,1459,"GasA",5,"Y","SBrkr",1459,0,0,1459,0,0,2,0,3,1,4,6,7,1,4,"Attchd",2002,2,2,527,3,3,1,192,39,0,0,0,0,NA,NA,NA,0,"9","2007","WD","Normal",12.16525,15513,0,1,0,8,3,5,1459,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"1084","20","RL",80,8800,"Pave",NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1964,1964,"Hip","CompShg","HdBoard","HdBoard","BrkFace",425,3,3,"CBlock",3,3,0,4,553,1,0,698,1251,"GasA",3,"Y","SBrkr",1251,0,0,1251,1,0,1,0,3,1,3,6,7,2,4,"Attchd",1964,2,1,461,3,3,1,0,116,0,0,0,0,NA,3,"Shed",700,"3","2006","WD","Normal",11.98293,14886,0,1,0,46,4,42,1251,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"1085","60","RL",0,13031,"Pave",NA,"IR2","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,0,5,592,1,0,99,691,"GasA",4,"Y","SBrkr",691,807,0,1498,0,0,2,1,3,1,3,6,7,1,3,"Attchd",1995,3,2,409,3,3,1,315,44,0,0,0,0,NA,NA,NA,0,"7","2006","WD","Normal",12.14153,18177,1,1,0,15,4,10,1498,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"1086","85","RL",73,9069,"Pave",NA,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",6,6,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,3,6,747,1,0,189,936,"GasA",5,"Y","SBrkr",996,0,0,996,1,0,1,0,2,1,4,5,7,0,0,"Attchd",1992,1,2,564,3,3,1,120,0,0,0,0,0,NA,NA,NA,0,"4","2010","WD","Normal",11.89819,13690,0,1,0,18,0,18,996,NA,1,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,1
"1087","160","RM",0,1974,"Pave",NA,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"CBlock",3,3,0,4,334,1,0,212,546,"GasA",3,"Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,3,6,7,0,0,"Attchd",1973,2,1,286,3,3,1,120,96,0,0,0,0,NA,NA,NA,0,"5","2010","WD","Normal",11.3326,5752,0,1,0,37,0,37,1092,NA,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1088","60","FV",85,10574,"Pave",NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,2,1,0,1,0,1082,1082,"GasA",5,"Y","SBrkr",1082,871,0,1953,0,0,2,1,3,1,4,9,7,1,4,"Attchd",2005,2,3,1043,3,3,1,160,50,0,0,0,0,NA,NA,NA,0,"5","2009","WD","Normal",12.43718,17982,1,1,0,5,1,3,1953,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"1089","160","RM",24,2522,"Pave",NA,"Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",50,4,3,"PConc",4,3,0,1,0,1,0,970,970,"GasA",5,"Y","SBrkr",970,739,0,1709,0,0,2,0,3,1,4,7,3,0,0,"Detchd",2004,1,2,380,3,3,1,0,40,0,0,0,0,NA,NA,NA,0,"4","2006","WD","Normal",11.83138,8374,0,1,0,6,4,2,1709,NA,1,1,1,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,0,0,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1090","120","FV",37,3316,"Pave","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",8,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,4,3,"PConc",4,3,0,6,1039,1,0,208,1247,"GasA",5,"Y","SBrkr",1247,0,0,1247,1,0,1,1,1,1,4,4,7,1,4,"Attchd",2005,3,2,550,3,3,1,0,84,0,0,0,0,NA,NA,NA,0,"4","2006","WD","Normal",12.19096,8975,0,1,0,5,4,1,1247,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"1091","90","RL",60,8544,"Pave",NA,"Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",3,4,1950,1950,"Gable","CompShg","BrkFace","BrkFace","None",0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"Wall",2,"N","FuseA",1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,0,"Detchd",1987,1,2,400,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"6","2009","WD","Normal",11.43928,11084,0,1,0,60,1,59,1040,NA,1,0,1,1,0,0,1,1,1,1,0,1,0,0,NA,NA,0,1,0,0,1,1,0,0,0,0,1,0,1,1,NA,1,1,1,0
"1092","160","FV",24,2160,"Pave","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",7,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",212,4,3,"PConc",4,3,0,4,510,1,0,90,600,"GasA",5,"Y","SBrkr",624,628,0,1252,1,0,2,1,2,1,4,4,7,0,0,"Detchd",1999,1,2,462,3,3,1,0,48,0,0,0,0,NA,NA,NA,0,"3","2008","WD","Normal",11.98293,6610,1,1,0,11,2,8,1252,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1093","50","RL",60,8400,"Pave",NA,"Reg","Bnk","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"PConc",3,3,0,3,423,1,0,758,1181,"GasA",2,"Y","SBrkr",1390,304,0,1694,0,0,2,0,4,1,3,7,7,1,4,"Detchd",1925,1,2,576,3,3,1,342,0,128,0,0,0,NA,NA,NA,0,"6","2008","WD","Normal",11.82408,15256,1,1,0,85,2,58,1694,NA,1,0,0,1,0,0,0,0,1,1,0,0,0,0,NA,NA,0,1,1,0,1,1,1,1,0,0,1,1,1,1,NA,1,0,1,1
"1094","20","RL",71,9230,"Pave",NA,"Reg","Lvl","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,8,1965,1998,"Hip","CompShg","MetalSd","MetalSd","BrkFace",166,3,3,"CBlock",3,3,2,6,661,1,0,203,864,"GasA",4,"Y","SBrkr",1200,0,0,1200,1,0,1,1,1,1,4,6,7,0,0,"Detchd",1977,1,2,884,3,3,1,0,64,0,0,0,0,NA,3,NA,0,"10","2006","WD","Normal",11.89136,14543,1,1,0,45,4,8,1200,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1095","20","RL",74,5868,"Pave",NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1956,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,0,4,248,3,240,448,936,"GasA",5,"Y","SBrkr",936,0,0,936,1,0,1,0,2,1,3,4,7,0,0,"Attchd",1956,3,1,308,3,3,1,0,0,80,0,160,0,NA,NA,NA,0,"5","2010","WD","Normal",11.76757,10234,1,1,0,54,0,10,936,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,1,1,1,1,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1096","20","RL",78,9317,"Pave",NA,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,0,6,24,1,0,1290,1314,"GasA",4,"Y","SBrkr",1314,0,0,1314,0,0,2,0,3,1,4,6,7,1,4,"Attchd",2006,2,2,440,3,3,1,0,22,0,0,0,0,NA,NA,NA,0,"3","2007","WD","Normal",12.08069,15113,0,1,0,4,3,1,1314,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"1097","70","RM",60,6882,"Pave",NA,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",6,7,1914,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",3,3,0,1,0,1,0,684,684,"GasA",3,"Y","SBrkr",773,582,0,1355,0,0,1,1,3,1,4,7,7,0,0,"No",1914,0,0,0,0,0,1,136,0,115,0,0,0,NA,NA,NA,0,"3","2007","WD","Normal",11.75194,11271,1,1,0,96,3,1,1355,NA,1,0,1,1,0,0,0,0,1,0,0,1,1,1,NA,NA,0,1,0,0,1,1,1,1,0,1,1,0,0,0,NA,1,1,1,1
"1098","120","RL",0,3696,"Pave",NA,"Reg","Lvl","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1986,1986,"Gable","CompShg","HdBoard","HdBoard","None",0,4,3,"CBlock",4,3,0,1,0,1,0,1074,1074,"GasA",5,"Y","SBrkr",1088,0,0,1088,0,0,1,1,2,1,4,5,7,0,0,"Attchd",1987,2,2,461,3,3,1,0,74,137,0,0,0,NA,NA,NA,0,"10","2007","WD","Normal",12.04355,8692,0,1,0,24,3,21,1088,NA,0,0,1,1,0,0,0,0,1,0,0,1,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1099","50","RM",50,6000,"Pave",NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",4,6,1936,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,0,4,672,1,0,0,672,"GasA",3,"Y","SBrkr",757,567,0,1324,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1936,1,1,240,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"7","2009","WD","Normal",11.75979,10282,1,1,0,74,1,59,1324,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1100","20","RL",82,11880,"Pave",NA,"IR1","Lvl","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","1Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",206,3,3,"CBlock",4,3,0,5,704,1,0,567,1271,"GasA",3,"Y","SBrkr",1601,0,0,1601,0,0,2,0,3,1,3,7,7,1,3,"Attchd",1978,2,2,478,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"4","2009","COD","Abnorml",11.964,18390,0,1,0,32,1,31,1601,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"1101","30","RL",60,8400,"Pave",NA,"Reg","Bnk","Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",2,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,2,0,3,290,1,0,0,290,"GasA",3,"N","FuseF",438,0,0,438,0,0,1,0,1,1,2,3,7,0,0,"Detchd",1930,1,1,246,3,3,0,0,0,0,0,0,0,NA,NA,NA,0,"1","2009","WD","Normal",11.0021,10162,1,1,0,90,1,59,438,NA,1,0,0,1,0,0,0,1,1,0,1,1,0,0,NA,NA,0,1,1,0,1,1,1,0,0,1,0,0,1,1,NA,1,0,1,0
"1102","20","RL",61,9758,"Pave",NA,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1971,1971,"Gable","CompShg","HdBoard","MetalSd","None",0,3,3,"CBlock",3,3,0,4,412,2,287,251,950,"GasA",3,"Y","SBrkr",950,0,0,950,0,0,1,0,3,1,3,5,7,0,0,"Detchd",1981,1,1,280,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"7","2007","WD","Normal",11.69107,13899,0,1,0,39,3,36,950,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,0,1,1,1
"1103","20","RL",70,7000,"Pave",NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1960,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",45,3,3,"CBlock",3,3,0,3,588,1,0,422,1010,"GasA",5,"Y","SBrkr",1134,0,0,1134,0,0,1,0,2,1,3,6,7,0,0,"Attchd",1960,2,1,254,3,3,1,0,16,0,0,0,0,NA,1,NA,0,"4","2007","WD","Family",11.81303,11673,1,1,0,50,3,5,1134,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1104","20","RL",79,8910,"Pave",NA,"Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","BrkFace","BrkFace","None",0,3,3,"CBlock",3,3,2,5,655,1,0,0,655,"GasA",5,"Y","SBrkr",1194,0,0,1194,0,1,1,0,3,1,3,6,7,1,2,"BuiltIn",1954,3,2,539,3,3,1,0,0,192,0,0,0,NA,NA,NA,0,"7","2006","WD","Normal",11.9798,13418,0,1,0,51,4,47,1194,NA,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1105","160","RM",24,2016,"Pave",NA,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",5,5,1970,1970,"Gable","CompShg","HdBoard","HdBoard","BrkFace",304,3,3,"CBlock",3,3,0,1,0,1,0,630,630,"GasA",3,"Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,3,6,7,0,0,"Detchd",1970,1,2,440,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"4","2007","WD","Normal",11.57119,6648,0,1,0,40,3,37,1302,NA,1,0,1,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"1106","60","RL",98,12256,"Pave",NA,"IR1","Lvl","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","BrkFace",362,4,3,"PConc",6,3,3,6,1032,1,0,431,1463,"GasA",5,"Y","SBrkr",1500,1122,0,2622,1,0,2,1,3,1,4,9,7,2,3,"Attchd",1994,2,2,712,3,3,1,186,32,0,0,0,0,NA,NA,NA,0,"4","2010","WD","Normal",12.69158,21816,1,1,0,16,0,15,2622,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,0,1,1,1
"1107","20","RL",114,10357,"Pave",NA,"IR1","Lvl","Corner","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",7,5,1990,1991,"Hip","CompShg","HdBoard","HdBoard","None",0,4,3,"PConc",4,3,2,6,738,1,0,172,910,"GasA",4,"Y","SBrkr",1442,0,0,1442,1,0,2,0,3,1,4,6,7,1,3,"Attchd",1990,3,2,719,3,3,1,0,244,0,0,0,0,NA,NA,NA,0,"5","2007","WD","Normal",12.10016,16138,1,1,0,20,3,16,1442,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"1108","60","RL",168,23257,"Pave",NA,"IR3","HLS","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",6,4,0,1,0,1,0,868,868,"GasA",5,"Y","SBrkr",887,1134,0,2021,0,0,2,1,3,1,4,9,7,1,4,"BuiltIn",2006,2,2,422,3,3,1,0,100,0,0,0,0,NA,NA,NA,0,"9","2006","New","Partial",12.52353,29725,0,0,1,4,4,0,2021,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,0,0,1,1
"1109","60","RL",0,8063,"Pave",NA,"Reg","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,0,1,0,1,0,924,924,"GasA",5,"Y","SBrkr",948,742,0,1690,0,0,2,1,3,1,3,7,7,1,3,"Attchd",2000,2,2,463,3,3,1,100,48,0,0,0,0,NA,NA,NA,0,"11","2007","WD","Abnorml",12.10625,13902,0,1,0,10,3,7,1690,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"1110","20","RL",107,11362,"Pave",NA,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CompShg","MetalSd","MetalSd","Stone",42,4,3,"PConc",6,3,2,6,1039,1,0,797,1836,"GasA",5,"Y","SBrkr",1836,0,0,1836,1,0,2,0,3,1,4,7,7,1,4,"Attchd",2004,3,3,862,3,3,1,125,185,0,0,0,0,NA,NA,NA,0,"3","2009","WD","Normal",12.54254,20027,1,1,0,6,1,4,1836,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"1111","60","RL",0,8000,"Pave",NA,"Reg","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,0,6,219,1,0,554,773,"GasA",4,"Y","SBrkr",773,885,0,1658,1,0,2,1,3,1,3,8,7,1,3,"Attchd",1995,3,2,431,3,3,1,224,84,0,0,0,0,NA,NA,NA,0,"6","2008","WD","Normal",12.1442,13601,1,1,0,15,2,12,1658,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"1112","60","RL",80,10480,"Pave",NA,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,6,1976,1976,"Hip","CompShg","Plywood","Plywood","BrkFace",660,3,3,"CBlock",3,3,0,5,403,1,0,400,803,"GasA",3,"Y","SBrkr",1098,866,0,1964,0,0,2,1,4,1,3,8,7,1,4,"Attchd",1976,2,2,483,3,3,1,0,69,0,0,0,0,NA,NA,NA,0,"9","2008","WD","Normal",12.23077,17306,0,1,0,34,2,32,1964,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
